ID,Label,Description
1147263403569737728,Health mentions,migraine
1153705111383707648,Health mentions,fever
1153877378860552192,Figurative Mentions,fever
1147554821865652230,Other Mentions,headache
1147548246623117312,Health mentions,migraine
813203293409280000,Other Mentions,stroke
813243229952966658,Other Mentions,alzheimer
903013042358706177,Other Mentions,alzheimer
1147265659061116929,Health mentions,migraine
1158583532861755392,Other Mentions,cough
1158717797444325376,Figurative Mentions,cough
1153138729944412160,Figurative Mentions,fever
811676476097646592,Figurative Mentions,heart attack
1147525575021477888,Health mentions,fever
1153664352219738112,Other Mentions,cancer
1154042952362029057,Health mentions,stroke
1153133778329624576,Health mentions,alzheimer
1147148542575644672,Health mentions,migraine
1153199903050330113,Health mentions,depression
1147351848950652929,Health mentions,migraine
1147336268503834624,Other Mentions,migraine
1153688413226164224,Figurative Mentions,fever
1153213272973123584,Figurative Mentions,migraine
1158159169603678208,Health mentions,cough
1147488937675378689,Health mentions,headache
1153718562382655489,Figurative Mentions,headache
1153149756660731904,Other Mentions,cancer
1153142320306352130,Health mentions,migraine
1153678831326302208,Health mentions,fever
1153643541752664064,Other Mentions,cancer
1153799765487788034,Health mentions,fever
811661505825538049,Figurative Mentions,heart attack
1153845329684340736,Figurative Mentions,headache
811688146517786628,Figurative Mentions,heart attack
1148267919459192832,Figurative Mentions,depression
1153417781859233794,Figurative Mentions,depression
1154722529719803904,Figurative Mentions,alzheimer
1147119210327412736,Other Mentions,migraine
1158211899055431680,Other Mentions,cough
905542082474909696,Other Mentions,heart attack
1158781012970627072,Health mentions,cough
811705782693728256,Health mentions,cancer
1153119722331869186,Other Mentions,parkinson
1158905074808164352,Figurative Mentions,cough
1157128568691974144,Other Mentions,cough
1147193651929452545,Other Mentions,headache
1153557129543987201,Health mentions,headache
905531654332194817,Figurative Mentions,heart attack
1147111470930395136,Health mentions,migraine
1158631126098800640,Other Mentions,depression
811778336024240128,Other Mentions,depression
1154093596301254657,Other Mentions,cancer
1147217253869522944,Figurative Mentions,headache
1158368825433137154,Figurative Mentions,cough
1153764725534031872,Health mentions,fever
1153137627912179714,Figurative Mentions,fever
811707841903927296,Other Mentions,cancer
1153521730461171712,Figurative Mentions,headache
1153492645731323904,Health mentions,migraine
811706708690993152,Other Mentions,cancer
1153272623691980802,Other Mentions,migraine
1153878506851446784,Health mentions,fever
1148296720037531648,Other Mentions,parkinson
1154797215417872385,Figurative Mentions,alzheimer
1153145158357012480,Other Mentions,migraine
812842930918555648,Other Mentions,parkinson
1153429504997634049,Figurative Mentions,heart attack
1153694608066523136,Health mentions,headache
1158376806526926854,Figurative Mentions,cough
902679377086959616,Health mentions,stroke
1147174359674621952,Health mentions,migraine
1153676190944825344,Figurative Mentions,fever
1158724878729486336,Other Mentions,cough
1147357778559852545,Health mentions,headache
1158873224874274818,Figurative Mentions,cough
1159007704372748289,Other Mentions,cough
1153597209801191425,Health mentions,stroke
905612971744813056,Other Mentions,parkinson
1153786883496796165,Other Mentions,depression
1153421995796848641,Health mentions,headache
1148249296883605504,Other Mentions,parkinson
1153750560534929408,Other Mentions,fever
1148238894774644737,Other Mentions,cancer
1153542014765584385,Other Mentions,cancer
813229612415287304,Other Mentions,alzheimer
1158889829934993408,Figurative Mentions,cough
1153623858722689024,Other Mentions,parkinson
1153827081115066368,Health mentions,headache
903022869436801024,Health mentions,depression
812812651206234112,Other Mentions,parkinson
905554207301873665,Health mentions,cancer
1153608357099347968,Figurative Mentions,heart attack
1158738689729748992,Other Mentions,cough
1153728663495430144,Other Mentions,cancer
1158851968623960064,Other Mentions,cough
1153685069887954945,Health mentions,migraine
905509268115390464,Figurative Mentions,heart attack
1148757225361596416,Other Mentions,heart attack
1153523675057909762,Figurative Mentions,heart attack
1147359996352565249,Health mentions,headache
1153679480495452160,Figurative Mentions,stroke
1153493191011815424,Health mentions,migraine
1147520268677595136,Health mentions,migraine
1148269913041186817,Health mentions,alzheimer
1155206400810917891,Other Mentions,parkinson
1153147394491420672,Health mentions,fever
1153553217172713472,Health mentions,migraine
1157066437833449474,Figurative Mentions,cough
1153784457578500096,Figurative Mentions,fever
1153484487575121927,Other Mentions,cancer
1153874094187778048,Figurative Mentions,fever
1153399996214988800,Health mentions,depression
812769908400324608,Other Mentions,parkinson
1153407193447829504,Figurative Mentions,alzheimer
902683660633088000,Other Mentions,alzheimer
1154286760765136896,Other Mentions,parkinson
1155981232489938945,Other Mentions,parkinson
1153883611566944257,Health mentions,fever
1153966959232290817,Figurative Mentions,migraine
1154746967584645120,Other Mentions,alzheimer
1154000033022431232,Figurative Mentions,stroke
1153080237615472646,Figurative Mentions,headache
813163599073923072,Other Mentions,stroke
1147313733045313536,Health mentions,migraine
1154095724952465408,Health mentions,migraine
903024982644666369,Health mentions,depression
905537787746820096,Other Mentions,stroke
1153850119659220992,Figurative Mentions,fever
1147353998359273472,Other Mentions,migraine
1147389171574534144,Health mentions,headache
1153249243123134464,Health mentions,headache
1158704238874320896,Other Mentions,cough
1158526288140886016,Health mentions,cough
1154001514186399744,Figurative Mentions,stroke
1147544048846200833,Health mentions,headache
1154004858862804992,Other Mentions,migraine
1154033098780229632,Health mentions,headache
1153877265433784320,Figurative Mentions,fever
902668043133739009,Other Mentions,parkinson
1148210530068230149,Other Mentions,heart attack
1153590372473417728,Other Mentions,cancer
1158535419522191360,Health mentions,cough
1153137425348120576,Health mentions,depression
811778138661273600,Other Mentions,depression
811646856799383552,Health mentions,heart attack
1153414701285597189,Other Mentions,stroke
902658728759103497,Figurative Mentions,stroke
1153467762985119745,Health mentions,headache
1147310736219222017,Health mentions,migraine
1153288001923035136,Other Mentions,heart attack
1153708052496838657,Health mentions,migraine
1153967588122251265,Other Mentions,headache
1153615909250097155,Other Mentions,fever
1148216803321139200,Other Mentions,stroke
1153787491092013057,Health mentions,headache
1153898146696556544,Health mentions,migraine
1154038369980039172,Health mentions,depression
1153832484662124544,Figurative Mentions,fever
1153755680341282816,Figurative Mentions,depression
811705313925726208,Other Mentions,alzheimer
1156984850529837058,Other Mentions,alzheimer
1153748658036207616,Health mentions,headache
1153748081470394368,Figurative Mentions,headache
1153472728378118144,Figurative Mentions,headache
1148248179579617280,Figurative Mentions,heart attack
1153549012466692096,Health mentions,fever
1153285091159941122,Figurative Mentions,stroke
905557348059664386,Health mentions,cancer
1153891395444334592,Figurative Mentions,depression
1153756826011353089,Other Mentions,depression
1158236563706277888,Figurative Mentions,cough
1154026330608021505,Health mentions,stroke
1154097447590866944,Figurative Mentions,fever
1157436258949328896,Other Mentions,cough
1153722712830775296,Health mentions,headache
905620565469282304,Other Mentions,cancer
1147462641704681473,Figurative Mentions,headache
1153776972394369024,Health mentions,stroke
1158962693912563713,Figurative Mentions,cough
1158712605965336577,Other Mentions,parkinson
1153203891321917440,Figurative Mentions,cancer
1154021555971735552,Figurative Mentions,cancer
902674344240963584,Other Mentions,stroke
1147334111477895168,Health mentions,headache
1153210041941413893,Other Mentions,heart attack
1153633100406108160,Other Mentions,fever
1153795984347975680,Other Mentions,heart attack
1153743603400945665,Other Mentions,alzheimer
1153973435128778753,Figurative Mentions,fever
1154058041702191104,Other Mentions,heart attack
1154052642953297923,Other Mentions,parkinson
1158793714921332738,Other Mentions,parkinson
1153652437909217281,Other Mentions,fever
1153789338448101376,Other Mentions,cancer
1154037732110241792,Figurative Mentions,depression
1158704798176358401,Health mentions,cough
1153125521061904385,Figurative Mentions,headache
902677681724162049,Health mentions,alzheimer
1148211151370510336,Health mentions,cancer
1147121102587650048,Health mentions,headache
1153424498311467011,Other Mentions,parkinson
1158209705937739776,Figurative Mentions,cough
1147534655442358272,Health mentions,migraine
1155184976717078532,Figurative Mentions,alzheimer
1158864479465160715,Other Mentions,cough
1158781849478606848,Figurative Mentions,cough
813218935013261312,Other Mentions,stroke
1158474270202388481,Health mentions,cough
1153718921108660224,Figurative Mentions,headache
1153998453002919936,Health mentions,migraine
1153654105648193536,Other Mentions,migraine
1148213059632214017,Other Mentions,depression
1153685431407534080,Other Mentions,stroke
1153779251780423681,Other Mentions,cancer
1154037648777994240,Figurative Mentions,migraine
1156959371416526848,Health mentions,alzheimer
1153123025371484162,Health mentions,cancer
1158907517952565248,Figurative Mentions,cough
1154904207343923205,Figurative Mentions,fever
1153200542044348416,Health mentions,migraine
1157431211180142598,Other Mentions,cough
1154048795518234624,Figurative Mentions,migraine
1147364307535114241,Figurative Mentions,headache
1154111057683787776,Health mentions,migraine
902720028159631360,Other Mentions,cancer
1153677072713355265,Other Mentions,alzheimer
1154445437073408000,Other Mentions,parkinson
1154100276472664064,Other Mentions,fever
1147135974448742401,Health mentions,headache
1153713743177502720,Other Mentions,parkinson
1153211740013809664,Other Mentions,stroke
1154369633215926272,Other Mentions,parkinson
1153966203779592193,Health mentions,migraine
1153409039268663296,Other Mentions,alzheimer
1153727843572101123,Figurative Mentions,stroke
905813383424995328,Other Mentions,parkinson
1153550407223992320,Health mentions,headache
902691953648787456,Health mentions,depression
1153614093598613505,Figurative Mentions,migraine
1153729094015750145,Health mentions,migraine
1158805643328983040,Figurative Mentions,cough
811706813754277889,Other Mentions,cancer
1147049455130046464,Figurative Mentions,headache
1154051038518882304,Figurative Mentions,migraine
1154409983271944192,Other Mentions,parkinson
1153273491648499714,Health mentions,headache
1154019338766168071,Figurative Mentions,fever
1147146273818107907,Health mentions,headache
1153604390906990593,Figurative Mentions,heart attack
1155237925052985344,Figurative Mentions,cancer
1158708284381155328,Other Mentions,alzheimer
1153399775896772609,Other Mentions,depression
1153136758143496192,Figurative Mentions,stroke
813190092772741120,Health mentions,stroke
1153733849114980353,Other Mentions,parkinson
905527097938071553,Other Mentions,stroke
811769299459305473,Health mentions,depression
902689779359387649,Other Mentions,depression
811757582633304065,Other Mentions,alzheimer
1154111741933969408,Health mentions,headache
1154700419534397441,Other Mentions,alzheimer
1154017912396701696,Figurative Mentions,headache
1158473060896448512,Other Mentions,parkinson
811683095996932097,Other Mentions,heart attack
1153242645306793985,Health mentions,fever
1153602180353593345,Other Mentions,alzheimer
905537923063394305,Other Mentions,stroke
1154058830487216128,Other Mentions,cancer
1153417032794288128,Figurative Mentions,fever
1154518140182847488,Other Mentions,alzheimer
1158856694421753856,Other Mentions,cancer
1153129615633846272,Health mentions,headache
1154116932771168258,Health mentions,headache
813227113398550528,Other Mentions,alzheimer
1153878548534501377,Other Mentions,alzheimer
811668244339761152,Figurative Mentions,heart attack
1154052467677511680,Health mentions,headache
1153204884507774976,Figurative Mentions,heart attack
813241725682597888,Other Mentions,stroke
1153868185533374465,Health mentions,migraine
1153677414813315072,Health mentions,cancer
1147149773276930048,Health mentions,migraine
1153097106162274305,Figurative Mentions,headache
1153695547825541120,Figurative Mentions,headache
902649352555864064,Other Mentions,alzheimer
811772216769712128,Health mentions,depression
905589913806131202,Other Mentions,parkinson
811698603236478977,Other Mentions,heart attack
1154333512335593473,Other Mentions,alzheimer
1154029296492482562,Figurative Mentions,stroke
1153414430794964993,Health mentions,migraine
905541385880788992,Figurative Mentions,heart attack
812869327800111104,Other Mentions,parkinson
1153997768769331200,Other Mentions,parkinson
1154093247670706176,Figurative Mentions,fever
1154029211281235968,Figurative Mentions,heart attack
902668240383426562,Health mentions,alzheimer
902666363709378560,Figurative Mentions,heart attack
1153492248371376129,Health mentions,migraine
1148294450432679939,Figurative Mentions,heart attack
811700518699630592,Other Mentions,cancer
1154116946016833537,Figurative Mentions,alzheimer
1153675559550930944,Health mentions,depression
1158606666809712640,Figurative Mentions,heart attack
813233383115464704,Other Mentions,stroke
905456072567263232,Other Mentions,alzheimer
1158905283030278147,Figurative Mentions,cough
1158848056244097024,Figurative Mentions,cough
1154726706634211328,Other Mentions,stroke
811767755003269120,Other Mentions,depression
1153626919000260608,Other Mentions,stroke
1158155494063841283,Other Mentions,cough
1153713031685107713,Figurative Mentions,migraine
1153870752422121473,Other Mentions,fever
1154043299923021825,Figurative Mentions,heart attack
811670839863209985,Figurative Mentions,heart attack
1148312798776176641,Figurative Mentions,depression
811686424202399744,Other Mentions,alzheimer
905524077707894784,Health mentions,stroke
1153678611729342464,Figurative Mentions,headache
1158770176327921664,Other Mentions,parkinson
905537842775863296,Other Mentions,parkinson
1154891308022083585,Figurative Mentions,fever
1148271840634138626,Figurative Mentions,heart attack
1153633759364648960,Health mentions,fever
1154046890951897090,Figurative Mentions,stroke
811768239382495233,Health mentions,alzheimer
1148381800479297536,Other Mentions,cancer
1153692652493139970,Other Mentions,migraine
1153714447346798593,Health mentions,migraine
1153860887213510656,Figurative Mentions,heart attack
1158963828320657408,Health mentions,cough
1153212142352588800,Figurative Mentions,headache
905540053752885248,Other Mentions,depression
1153981321485717505,Health mentions,fever
1148202998025338880,Other Mentions,heart attack
811733301694173184,Other Mentions,alzheimer
1153742904776646656,Health mentions,alzheimer
1154554824353959936,Other Mentions,parkinson
902674332144607232,Other Mentions,alzheimer
1154785447085826048,Other Mentions,alzheimer
811682376384479235,Figurative Mentions,heart attack
1157035857544732693,Figurative Mentions,cough
811701563551059968,Other Mentions,cancer
1154024317711241217,Figurative Mentions,headache
1158907513233952769,Figurative Mentions,cough
1157141158809624577,Figurative Mentions,cough
1153731058766102528,Other Mentions,stroke
1158718512954630144,Health mentions,depression
1153795546261311489,Health mentions,migraine
811712036237438976,Health mentions,alzheimer
1154223614486622208,Figurative Mentions,fever
1148305664642637824,Health mentions,cancer
1148285879653298176,Figurative Mentions,heart attack
1153516763696381953,Health mentions,fever
1154664079333699584,Figurative Mentions,stroke
1153609379331133440,Figurative Mentions,heart attack
1153260239283769345,Health mentions,headache
1153684115809591296,Other Mentions,fever
1153289395501334530,Other Mentions,depression
1158525677563535365,Other Mentions,cough
1153202698574950400,Health mentions,migraine
1153281865798889473,Figurative Mentions,stroke
1153707033457131520,Figurative Mentions,depression
1153468650533335043,Health mentions,cancer
812867894237429760,Other Mentions,parkinson
1154084898476572674,Figurative Mentions,migraine
1147399158640205825,Other Mentions,migraine
1153901660747554816,Figurative Mentions,stroke
902692383195676673,Other Mentions,depression
1153633401368436736,Other Mentions,fever
902649787455037440,Other Mentions,alzheimer
811693429986131969,Other Mentions,heart attack
1147386080007720960,Health mentions,headache
1153701837742202882,Health mentions,migraine
1153520077855232000,Health mentions,heart attack
1158605671534931968,Health mentions,cough
1154695857599655936,Other Mentions,alzheimer
1153517401847164929,Other Mentions,cancer
1153409437866110978,Other Mentions,fever
1158793361001783298,Figurative Mentions,cough
905541633323782144,Other Mentions,depression
1154116421636390912,Other Mentions,heart attack
905556561287884801,Other Mentions,cancer
1153258880039886848,Other Mentions,cancer
1148252528007507970,Figurative Mentions,stroke
1147288271874953216,Figurative Mentions,headache
1158989291269132288,Figurative Mentions,cough
1147210016476336129,Health mentions,migraine
1148267337784553479,Figurative Mentions,heart attack
811658786427564032,Health mentions,heart attack
811748142806945792,Other Mentions,alzheimer
1153202390029537286,Figurative Mentions,fever
1153775364902178818,Figurative Mentions,headache
1154072691294396416,Figurative Mentions,depression
1153493994485243905,Other Mentions,migraine
1153814685889642496,Other Mentions,cancer
1153838188617555968,Health mentions,fever
1158846808434626560,Figurative Mentions,cough
812979478448119808,Other Mentions,parkinson
811698868832309249,Health mentions,cancer
902661212520845312,Other Mentions,alzheimer
1154106621292716032,Other Mentions,fever
1147118796542488576,Other Mentions,migraine
1157030547446816769,Figurative Mentions,cough
1156943109227499520,Other Mentions,alzheimer
1154190670074187777,Health mentions,headache
1153764288118579202,Health mentions,fever
811773349022015488,Other Mentions,depression
1153795190370402305,Health mentions,fever
1154851804468994053,Other Mentions,depression
1158196883082244097,Other Mentions,cough
1154447239890083840,Other Mentions,alzheimer
1147326237838151680,Figurative Mentions,headache
1154106193729605632,Other Mentions,heart attack
1153493708337291270,Health mentions,headache
1147186491661045760,Health mentions,migraine
1148136033244143616,Health mentions,cancer
1153109319870820352,Other Mentions,alzheimer
811706008007507968,Other Mentions,alzheimer
811702426130522112,Other Mentions,cancer
1153246015635382272,Health mentions,fever
1157415100401123328,Health mentions,cough
813172223905140741,Other Mentions,stroke
1148305220427870211,Other Mentions,cancer
1158219498480009216,Health mentions,cough
1154103682499317761,Health mentions,cancer
1154234196707217408,Other Mentions,alzheimer
813198680345833472,Other Mentions,alzheimer
1147346289551650817,Other Mentions,headache
811765394176241664,Health mentions,depression
811707935457951744,Other Mentions,cancer
1154060445457760257,Figurative Mentions,migraine
902668949158027264,Other Mentions,stroke
1157074543279837185,Other Mentions,cough
1148297044785844230,Other Mentions,cancer
1158570329922514944,Figurative Mentions,cough
811774351397765120,Other Mentions,depression
902689262705020929,Figurative Mentions,depression
905589316881080320,Other Mentions,parkinson
1154073763916500999,Other Mentions,cancer
1153705408453758976,Figurative Mentions,depression
1153526811856461824,Health mentions,headache
1158802416646721537,Other Mentions,alzheimer
1153126932214513664,Figurative Mentions,headache
1158358710508384264,Figurative Mentions,cough
811761911742091264,Other Mentions,depression
811681744835383296,Figurative Mentions,heart attack
1147055557787955202,Health mentions,headache
1154104637487816706,Figurative Mentions,fever
1158801837891493893,Other Mentions,alzheimer
1147129599647600641,Health mentions,migraine
813174319773839360,Other Mentions,parkinson
1153541832376274945,Figurative Mentions,heart attack
1158641994828144640,Figurative Mentions,cough
811707707736596480,Health mentions,cancer
813188118706876421,Health mentions,alzheimer
1148756892182695936,Other Mentions,parkinson
1153291143792209920,Other Mentions,cancer
905542063856463873,Other Mentions,depression
1155963891488182272,Other Mentions,alzheimer
1153132795218108417,Figurative Mentions,stroke
813174029632684032,Figurative Mentions,stroke
1147223651453939715,Health mentions,migraine
1153622763451617281,Other Mentions,stroke
1153796072185069570,Figurative Mentions,heart attack
1153674735584186368,Figurative Mentions,depression
1147327307054538752,Health mentions,headache
811767808505876482,Other Mentions,depression
1158801793205166080,Other Mentions,cough
1157036785416863744,Figurative Mentions,cough
1154098164460376064,Figurative Mentions,parkinson
1153496924663586816,Other Mentions,depression
1147295992431226880,Health mentions,migraine
1148223323928743938,Health mentions,stroke
902686634419806208,Other Mentions,depression
1153265549238915073,Health mentions,depression
1153490965245628416,Other Mentions,parkinson
1153495812510494728,Figurative Mentions,fever
1153527263414984704,Health mentions,headache
1147277383092842496,Figurative Mentions,headache
811658112390328320,Figurative Mentions,heart attack
813215553221341184,Other Mentions,stroke
1154007589438595073,Health mentions,headache
1154582038365769728,Other Mentions,alzheimer
811713922810179584,Other Mentions,alzheimer
1154293317531779072,Other Mentions,parkinson
1153709483866169346,Health mentions,headache
811708076042686464,Other Mentions,cancer
811772529950003200,Health mentions,depression
1158173064565334018,Health mentions,cancer
1153544897187631104,Figurative Mentions,depression
1153865245724684289,Other Mentions,cancer
1153411141139357696,Health mentions,headache
1153888732887617536,Health mentions,migraine
1153527461667172352,Figurative Mentions,fever
1154035533707743235,Other Mentions,alzheimer
1154006745779453952,Health mentions,fever
1154117045291769856,Health mentions,migraine
1153630343389466628,Other Mentions,depression
1153508071332884481,Other Mentions,stroke
1158173902910001153,Figurative Mentions,cough
1154042474597191681,Health mentions,fever
902692346671792132,Other Mentions,depression
1153894220710711302,Figurative Mentions,heart attack
1154220254907662336,Other Mentions,alzheimer
1153998791957082112,Other Mentions,heart attack
1153903751335305216,Health mentions,headache
813215879739699200,Figurative Mentions,stroke
811712129996820480,Other Mentions,alzheimer
1154060318097776640,Figurative Mentions,depression
1153984425413283840,Health mentions,migraine
813166318882951168,Health mentions,alzheimer
1148864306781405185,Other Mentions,stroke
1153843636741656577,Other Mentions,migraine
902653413720289280,Figurative Mentions,heart attack
811661175989604356,Health mentions,alzheimer
905543978308784130,Figurative Mentions,cancer
1156980237743382531,Figurative Mentions,parkinson
1153464289048424449,Health mentions,cancer
813195583221428224,Figurative Mentions,stroke
1153756831040331776,Other Mentions,depression
813204841950482432,Figurative Mentions,stroke
1153799260019679233,Figurative Mentions,fever
1153822062479233024,Other Mentions,cancer
1153531818081050624,Figurative Mentions,fever
1153602381747240960,Health mentions,migraine
811709770482806784,Other Mentions,cancer
905533083704852481,Other Mentions,alzheimer
1153691825720442880,Figurative Mentions,stroke
1153964706756849664,Other Mentions,fever
1153631661080424449,Health mentions,headache
1153965941480480768,Figurative Mentions,fever
1153502661871730688,Other Mentions,stroke
1158756606743416832,Figurative Mentions,heart attack
1148876073540542464,Figurative Mentions,stroke
1153553850470666240,Other Mentions,parkinson
1153209491892133888,Other Mentions,migraine
811683445965393920,Other Mentions,heart attack
1153624507661336577,Health mentions,headache
905554607161491456,Other Mentions,cancer
1158153387483025415,Figurative Mentions,cough
1158855786803560448,Other Mentions,cough
1153283837972996097,Figurative Mentions,headache
1148261980421050368,Health mentions,cancer
1153264348917370880,Figurative Mentions,headache
1153747190289973249,Other Mentions,parkinson
1153090084478099456,Health mentions,migraine
1153494375768477697,Other Mentions,depression
1148287462193717248,Other Mentions,stroke
1153430943446765568,Other Mentions,cancer
1148277403363487746,Other Mentions,depression
1153490779869982720,Health mentions,fever
1147142917296758784,Health mentions,migraine
1153991470623461377,Other Mentions,migraine
1153709439872057345,Health mentions,migraine
1153904161588518912,Health mentions,stroke
1147469941806964736,Other Mentions,migraine
1154011336181002240,Figurative Mentions,migraine
1153709538731810816,Figurative Mentions,fever
813170481146843137,Health mentions,stroke
1153088196936441858,Other Mentions,stroke
1153517263301070848,Health mentions,depression
1153250454870118400,Figurative Mentions,migraine
1153497771049177093,Other Mentions,depression
1153094743796211712,Figurative Mentions,depression
812591552585342980,Figurative Mentions,parkinson
1153625202401533957,Health mentions,migraine
1153766590539816960,Figurative Mentions,migraine
811771124329672704,Health mentions,alzheimer
1154193013918224385,Other Mentions,parkinson
1153407469143461888,Figurative Mentions,fever
905534848730877952,Figurative Mentions,heart attack
1158801187426246657,Other Mentions,fever
812954824375316480,Other Mentions,parkinson
811707776879722501,Health mentions,cancer
1154072808193974277,Health mentions,depression
1158761105855901696,Other Mentions,heart attack
813245635977691136,Other Mentions,stroke
1158848015718916097,Health mentions,cough
1153832723670167552,Other Mentions,alzheimer
1147235489403064320,Figurative Mentions,headache
811708919143862272,Figurative Mentions,cancer
1153507747872346112,Other Mentions,stroke
1158752419804667911,Figurative Mentions,cough
1153128837577891841,Figurative Mentions,cancer
1153251177989115907,Health mentions,alzheimer
1154035087303774212,Health mentions,fever
1154110913441673218,Figurative Mentions,fever
1154097150122479619,Health mentions,depression
902719680087035905,Other Mentions,cancer
1153817776454115329,Other Mentions,heart attack
1147052344762408961,Other Mentions,headache
1153662452258635776,Other Mentions,cancer
1153093920479416320,Figurative Mentions,fever
813063066019655681,Other Mentions,parkinson
902673574556721152,Other Mentions,alzheimer
1147482856735805440,Health mentions,headache
1147136339894255618,Health mentions,headache
905510951738322945,Other Mentions,stroke
1148257312672534528,Other Mentions,cancer
1153602889761222658,Other Mentions,cancer
1153137590469402624,Other Mentions,fever
1153254415714983936,Health mentions,headache
902651278777618443,Other Mentions,alzheimer
1153121246231613446,Figurative Mentions,heart attack
1153422666919022594,Figurative Mentions,migraine
1153085302229143552,Other Mentions,alzheimer
1153708212811468800,Figurative Mentions,heart attack
1148228560664051713,Other Mentions,heart attack
1154102527291535360,Figurative Mentions,fever
1147351583283224577,Health mentions,migraine
1153825980093521920,Health mentions,fever
1154728948577607681,Other Mentions,alzheimer
1153620986576744448,Health mentions,migraine
1154794802497540097,Other Mentions,alzheimer
1154020325153267716,Figurative Mentions,depression
1158774424860078081,Figurative Mentions,cough
1157111485983797248,Other Mentions,cough
1153091332686192640,Health mentions,migraine
1153831774054576128,Other Mentions,cancer
1148253412838006784,Health mentions,heart attack
1158538054140870657,Other Mentions,cough
1153600494893334529,Health mentions,fever
1157089462259769344,Figurative Mentions,cough
1153729396416700416,Health mentions,fever
1153698070766342144,Health mentions,stroke
1158478750645989377,Other Mentions,fever
1153534436316798978,Other Mentions,migraine
1148197360520114178,Other Mentions,parkinson
1153537549371105280,Other Mentions,migraine
1154102457267605507,Other Mentions,depression
1153529039161876480,Figurative Mentions,fever
1153900166606467072,Other Mentions,stroke
1155142418880221188,Health mentions,fever
813244550760243200,Other Mentions,stroke
1147233103888433158,Other Mentions,migraine
1153890220196212737,Other Mentions,fever
1154089410381721601,Figurative Mentions,fever
1148130767412711424,Health mentions,alzheimer
1153751998249836546,Other Mentions,fever
1158493217966268416,Health mentions,cough
1154101107129495553,Figurative Mentions,stroke
1153481108299898880,Other Mentions,depression
1158796159248453633,Other Mentions,cough
1153136184035385345,Figurative Mentions,headache
1153674695583174656,Other Mentions,depression
1148867458306105344,Other Mentions,stroke
1153276584087805953,Health mentions,fever
1153788177091424256,Other Mentions,alzheimer
1153553344633495553,Other Mentions,parkinson
1157146459466113025,Figurative Mentions,cough
1153693409221238784,Other Mentions,stroke
1153201857398882304,Health mentions,parkinson
1153786149065744384,Figurative Mentions,migraine
1153457606134026240,Health mentions,migraine
811708680173256704,Health mentions,cancer
811782314376261636,Health mentions,depression
1158828270319755265,Other Mentions,cough
1153741737279524865,Other Mentions,stroke
1148756169944645632,Figurative Mentions,heart attack
1158972969948893185,Figurative Mentions,cough
1154082095498764288,Health mentions,headache
1153554521424986112,Health mentions,stroke
1158790546116112384,Figurative Mentions,heart attack
811761060986421249,Other Mentions,depression
1153688106584948736,Figurative Mentions,heart attack
811700326105513984,Other Mentions,cancer
1153648670186835968,Other Mentions,fever
1159028903341633537,Other Mentions,alzheimer
905528104487194625,Health mentions,heart attack
902723624360067072,Other Mentions,cancer
1148261507802836994,Other Mentions,stroke
905513719991377920,Figurative Mentions,heart attack
813239569063837696,Other Mentions,stroke
1153681394784190464,Other Mentions,cancer
1155069073992163328,Other Mentions,alzheimer
1156958958734778371,Other Mentions,parkinson
1156928633967194112,Other Mentions,parkinson
1153608223645036544,Other Mentions,fever
1154457697766346752,Other Mentions,alzheimer
1153272494855479298,Health mentions,migraine
1157035831523237889,Other Mentions,cough
811709768721121281,Health mentions,cancer
1153284683393716224,Other Mentions,migraine
1148260464314466304,Other Mentions,parkinson
1154007583956590593,Other Mentions,fever
1148287047335104516,Figurative Mentions,heart attack
1153608824554700800,Other Mentions,fever
1154373998924484608,Figurative Mentions,alzheimer
1153867724017344512,Health mentions,migraine
1157425893188538369,Other Mentions,alzheimer
1147225719195557891,Other Mentions,migraine
1154444317521395713,Other Mentions,parkinson
902688473911500800,Figurative Mentions,heart attack
1147346537430654977,Health mentions,headache
1153534399885058049,Figurative Mentions,cancer
1153635884719312896,Other Mentions,alzheimer
811735733576859648,Other Mentions,alzheimer
1153696271057805313,Other Mentions,parkinson
1153565416360271872,Figurative Mentions,stroke
1154774907718385667,Other Mentions,parkinson
1159021387727757313,Figurative Mentions,cough
1153281382505996290,Figurative Mentions,heart attack
1158638785313329152,Other Mentions,cough
1158748488672395264,Other Mentions,fever
1148283232447868932,Figurative Mentions,depression
1148309212071518208,Figurative Mentions,heart attack
1154826116101619713,Figurative Mentions,fever
1158867257604206592,Figurative Mentions,cough
1153690439372824576,Health mentions,depression
1158879592985387009,Other Mentions,cough
1153626938067574784,Health mentions,fever
1153671820454912000,Figurative Mentions,stroke
1154058658310963200,Other Mentions,parkinson
1153520370437279745,Health mentions,migraine
1154315811907080192,Other Mentions,alzheimer
902688385956904960,Other Mentions,depression
1158660248212824065,Other Mentions,parkinson
1154027252679528452,Health mentions,migraine
811772420205973504,Other Mentions,depression
1153405067929804804,Other Mentions,depression
1153772622393565184,Other Mentions,stroke
1153461580425601024,Health mentions,migraine
905540952529543168,Other Mentions,depression
1154114605393817600,Health mentions,heart attack
1153529673940262912,Figurative Mentions,depression
811669057145552897,Figurative Mentions,heart attack
813197780420349952,Other Mentions,stroke
1153234096451203072,Health mentions,migraine
811666315190632448,Figurative Mentions,heart attack
1158193227641569280,Other Mentions,cough
1153792684349202432,Other Mentions,migraine
1147422543759978498,Other Mentions,headache
